Target Species,Sample Size,Catch Per Unit Effort,Average Total Length,Range Total Length,Average Weight,Range Weight,Average Relative Weight,PSD-S/Q,PSD-S/P,PSD-S/M,PSD-S/T
WAE,215,1.12,14.3,4-29.2,1.3,.1-9.9,86.2,68.8,15.5,10.5,5
