Target Species,Sample Size,Catch Per Unit Effort,Average Total Length,Range Total Length,Average Weight,Range Weight,Average Relative Weight,PSD-S/Q,PSD-S/P,PSD-S/M,PSD-S/T
BNT,4,.02,19.4,16.8-22.1,2.3,1.7-3.3,68.5,0,0,50,50
