Target Species,Sample Size,Catch Per Unit Effort,Average Total Length,Range Total Length,Average Weight,Range Weight,Average Relative Weight,PSD-S/Q,PSD-S/P,PSD-S/M,PSD-S/T
RBT,9,.05,17.3,13.7-18.9,1.9,1.3-2.5,88.6,11.11,88.89,0,0
